Remittance inflows (US$ million),2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023e,% of GDP in 2023
Iceland,35.74518045416923,39.34622356144953,64.78212571908071,48.98014553793576,61.00785180673971,65.77299279247077,80.28882038081316,110.01368523176225,120.12922597402539,94.04851351520168,135.5584712217789,150.9204658157094,154.53379144200161,207.34081794019843,217.7282986921279,216.94155852662192,209.08209273610737,188.41794778547242,174.3743573500217,185.47099943663758,167.33473800161906,193.9489585993875,198.1350637055937,197.15862898395147,0.6449415406737045
India,12883.465957061564,14273.018777531108,15735.736285913736,20999.150983033152,18750.377106624073,22125.08948049822,28333.64227985408,37216.75527525027,49977.27691632093,49204.0,53479.96008324322,62499.075444736685,68820.51783765353,69970.36084678584,70388.6427965471,68909.69335283508,62744.36408995114,68967.17549986654,78790.1709286742,83332.07800230315,83149.1729341043,89375.15221756576,111221.77472208794,125000.0,3.351206434316354
Indonesia,1190.2,1046.0,1258.917563063772,1488.7093511025482,1866.3149895774525,5419.620728753052,5722.357516702608,6174.34,6794.200933375532,6792.90728044703,6916.0,6923.970511398392,7212.196577559198,7614.4193400284385,8551.164468842939,9659.16863894442,8906.655810838552,8989.52997052679,11215.344812152032,11666.395059140663,9650.926141693348,9402.427088854847,9959.895079285336,11000.0,0.7746478873239436
Iraq,0.0,0.0,0.0,0.0,0.0,711.1,388.9,3.1,70.89999999999999,152.0,176.7,223.0,271.0,727.0,729.4000000000001,1004.5,986.4,1088.5,741.7,859.1999999999999,644.4,839.5,839.5,879.4099731445312,0.34486665613511025
Ireland,0.0,0.0,0.0,0.0,0.0,512.338250410883,539.3480537303546,589.4150668563838,633.3777468658376,573.2356937986327,658.0099288600268,756.0011229775381,694.9963385359762,722.4346184989296,725.8,603.6135047997215,575.4848136944008,596.6770784721705,623.6290690018316,586.6861334686076,276.0510177038462,179.85461962481943,435.7109029356076,430.0,0.07288135593220339
Israel (using CB data),2952.0,3393.0,3395.0,3132.0,3355.0,3736.0,3680.0,4402.0,4536.0,4619.0,4740.0,5074.0,4680.0,5688.0,6185.0,5890.0,6363.0,6194.0,5915.0,6188.0,5991.0,7653.0,7047.0,6277.122765669172,1.2025139397833662
Italy,1789.5018170885378,1932.443183074067,2272.6720676290447,3023.1928380365134,3688.7530064935054,4091.531781337578,4075.8284706487066,4595.241395320212,7354.8129454454065,7041.290726546469,7975.13324632032,8731.2473183441,9166.13934136161,9436.137008119353,10099.257246157364,9607.7443145481,9512.833703542236,9742.186171708572,9899.652023342496,10458.515879004206,9888.52692204561,10508.060200577194,10529.552165016266,10706.243840747997,0.48886958176931494
Jamaica,877.7,1046.6,1241.6,1379.6,1601.198135312361,1761.6287670155868,1923.735273678847,2122.0910214748583,2156.589500350288,1889.4943488634688,2026.4458249759298,2105.6,2168.1366834815176,2171.8875410919377,2268.785014341634,2361.233874368198,2433.422795727699,2462.677565499129,2501.61491892378,2562.5420947391153,3066.8735001506,3706.698183251931,3687.5549090826244,3709.092529296875,19.770228288987127
Japan,773.4067103557693,1249.5464320160756,1126.8670328823873,811.1411205962971,773.574711069961,904.9812406670811,1176.9884800851519,1383.9306444626043,1732.3789225010298,1594.5321775519146,1684.4689552935806,2131.7292253891133,2539.5776646131258,2363.853398356649,3733.91254177727,3325.097902926649,3830.448522346872,4443.028775379865,4369.453719144173,4388.723265722539,4887.784631455669,5293.894065137563,5383.669139406728,5484.76611328125,0.12966350149601064
Jordan,1845.133991537377,2011.3340861589002,2134.9792879915435,2201.1283497884347,2287.4471086036674,2420.874471086037,2793.935119887165,3326.376298687921,3510.1603013303866,3465.211267605634,3622.9,3683.9436619718313,3848.30985915493,5342.816901408451,6369.718309859155,5348.30985915493,4374.647887323944,4431.971830985916,4471.971830985915,4564.084507042254,4819.154929577464,5072.112676056338,4912.816901408451,4940.0,9.875654711926753
Kazakhstan,67.5,85.0394,111.24820767336809,42.197790000000005,57.3773306015159,62.02192132837982,83.5898699401791,142.9914140168594,125.57054736195893,198.20118760169913,225.5562342729991,179.70829069988568,282.9848489482565,341.4058706617075,401.3809961148752,294.269675872008,384.1653778289525,560.420963876735,618.039381045251,506.076000839177,374.391281095021,309.88623013617655,480.8028898419563,440.0,0.16988416988416988
Kenya,0.0,50.91442627810643,57.14347997655422,65.8452953810806,375.8113342318595,424.9910459290285,570.459274012713,645.2078713725798,667.317334023689,631.4608831647521,685.7572724433589,934.1,1211.0214394934785,1304.2772308237643,1440.8462498175202,1569.2678498375965,1744.639174701272,1962.2731064777136,2720.3660614597475,2838.1922154157687,3107.9322533957934,3770.089638547689,4059.7102013119784,4213.7300000000005,3.728964601769912
Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.940691551176812,14.372521404929614,14.047575979680714,15.649980555274876,17.03062596336278,17.642506704903948,17.254064883028985,16.381031103750086,14.048045104427537,16.29495963882108,17.959541391539766,19.97814662539318,20.075191137546227,14.916124276333015,13.358399683446219,13.358399683446219,15.0,6.097560975609756
"Korea, Rep.",4523.5,4516.2,5134.8,5875.200000000001,5935.2,5200.400000000001,4849.5,5154.9,6978.1,5999.5,5853.7,6602.200000000001,6589.1,6475.4,6573.5,6463.9,6523.6,6526.400000000001,7125.1,7166.099999999999,7434.8,7742.3,7824.5,7939.0771484375,0.4642735174524854
Kosovo,0.0,0.0,0.0,0.0,621.9087134792825,701.5901779433525,771.4674845661009,919.8923996884944,1046.5230298983674,1056.1120839147234,1006.6782347251717,993.3766698146417,945.6134956509145,1058.4,1098.945957014749,971.416387750092,985.7984593482142,1112.07835384235,1235.7279383115251,1248.9907310196013,1436.08766397194,1695.0696537904148,1612.8542762532506,1900.0,18.148820326678766
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.808113944576345,5.635456259646227,2.613869436081825,4.224467042775712,3.8395173581911215,34.2658945302209,3.9925227458020185,22.95178693461897,27.716388994871355,25.700374716704466,22.51747107939129,806.6549186196534,22.100868619100986,22.92821877626512,0.0143301367351657
Kyrgyz Republic,2.243715,4.5339288,30.2931986,70.327782,179.05744,313.2502583113,473.0719157204,704.0046678118,1223.2726730329,981.9640024539,1266.2,1708.6940277327,2031.3742133819999,2277.9981142017,2242.8272921751,1687.7019822203,1994.6079576931,2485.7780599718,2688.5701223895003,2410.50718454596,2422.8246416126,2792.4982491179344,3225.16864975035,2600.0,20.503114896301554
Lao PDR,0.66,0.694575,0.72930375,0.7657689375,0.804057384375,0.8299999999999998,4.237233,6.203732835299999,17.77460343,37.57633507,41.77422463,110.29781309,203.0,170.4367680741486,188.0482396744174,189.2123135843155,189.3618940168594,242.7085780928015,239.8795269904458,296.51656666,232.16610395130442,220.8244852821029,198.25799999999998,225.0,1.5796124684077504
Latvia,252.1,273.69269882206095,112.55979575536406,157.50305434165813,218.56619058441572,379.0536878120519,480.1300500638068,550.4873146533757,1920.4291814745275,1586.6611340381332,1257.3660645021607,1505.6933694196332,1498.595197676791,1604.4421209420677,1553.4806344615517,1335.7687392555945,1234.9454900678556,1274.146124406233,1237.349320485349,1142.6118381222818,1088.3497052220391,1317.4046080086587,1294.1662049377737,1275.0352783203125,2.7321403923894585
Lebanon,0.0,0.0,2544.451535,4742.99966121,5591.43608333333,4924.31061523333,5202.23775,5769.24,7180.59,7558.13845377696,6914.055025099558,6877.5470815,6671.241574600001,7566.589339800001,7190.7945849,7480.8170466,7605.7296452,7061.8533643,6977.962173687298,7370.92,6593.41,6353.54,6435.3,6370.0,27.53767981085169
Lesotho,477.5971309811805,401.25777224988934,388.6790663192476,556.8650028016419,627.1551124098854,599.3,613.8645882665558,638.1513329551615,575.8568857999583,547.9250963572177,610.1247698633515,649.3357497317688,554.5585120292698,462.91882281784547,392.9943390893694,370.82847772833594,453.52959480896493,549.8100842714994,581.8038164156749,529.0523375431716,449.88736949171584,474.4679323638953,533.1237695021268,510.0,21.491782553729458
Liberia,0.0,0.0,0.0,0.0,58.4468761064318,31.854955648097373,78.81494227944161,61.97717809188323,58.122231576023886,25.116904333937377,294.2,523.00250743,546.822359375,412.74770929605995,512.00026758,654.4244794800001,580.1277514349999,403.47587271498196,459.9247320528644,346.24409157435736,335.5792024126631,530.708600705179,689.7389029983644,800.0,18.40349666436623
Lithuania,49.9425,79.14999999999999,109.24804556063216,114.83399825069156,577.5,745.2713345290193,994.4080395057871,1433.0952984501869,1565.3093572393725,1239.844220627105,1673.1600286782077,1955.4154937362566,1507.1823542996176,2059.903380927535,2113.2409541368534,1372.817412189625,1279.9323716724523,1302.5531537063753,1386.978491325092,1303.9403111796385,790.5795094072205,778.0773997683983,735.9475662748938,900.0,1.1331159429413171
Luxembourg,578.5263808885458,576.6375359027429,770.6,977.2107791262785,1112.3062646979827,1188.8069292573894,1293.5355842210477,1479.29456454907,1661.639088357094,1676.2765069013508,1669.576588118364,1810.6201506835719,1717.8985080578204,1921.579735117395,1888.0916677720563,1675.2304378839958,1739.8759756337552,1907.5359126371566,2082.8918757231827,2099.004091445582,2333.412753383011,2425.3751569120145,2222.825128212574,2230.0,2.5029462932824513
"Macao SAR, China",0.0,0.0,46.6,47.74074136947259,53.334689020645754,53.15023934344975,55.465112188229256,54.385821926761324,51.59891343756149,48.381809270058234,46.853508748751764,48.29266947395773,46.907064121934,48.65908305471609,36.8648002918195,39.52760917401749,27.588639772344546,34.55380468180853,42.116218095763266,55.002381922722336,65.76894456454902,73.90016663790011,83.37379178810615,90.0,0.2338877338877339
Madagascar,11.270072554078133,10.871296086989075,29.32359614411928,16.231547699999986,11.50665420000003,101.7,150.2601890294235,254.48869694511393,313.99194109928317,283.721276649106,455.82554421364654,335.01524696463855,330.4956199416386,357.75433094422516,344.4382440306443,326.84454139642384,299.204626141945,342.77697791885714,425.50222571637795,407.6762041976014,495.3565274463688,439.7124548280044,385.29031063386407,380.0,2.4107086214553064
Malawi,0.7468862101538257,0.7468859698471927,0.8436935914386621,13.899999999999999,18.32101640091972,22.53187949325162,14.789977686908165,21.013521962024186,16.674296964880824,16.656710074261262,21.767663622821686,25.320230685926397,28.30329899317558,34.132322305870034,38.48716924179524,41.4939770380251,39.05313312538211,78.88038423457674,181.0673274828296,280.9131545583414,231.6508645074323,258.8556104283775,258.8556104283775,260.39801025390625,1.9763054815870238
Malaysia,342.3684210526316,367.10526315789474,435.0,571.0526315789474,801.8684210526316,1116.9725603209508,1365.476253086731,1556.23630516812,1329.0708497575908,1130.872358133181,1102.9,1211.4960957124638,1293.8057384502793,1423.3702519525066,1579.517557430409,1643.720838276362,1603.9185514757364,1648.944928461602,1685.5785020388514,1597.3537419228396,1426.684074925246,1552.3346229883848,1619.5760504520913,1750.0,0.40603248259860786
Maldives,2.19685487,1.82311875,2.01219212,2.01219212,2.90009228,2.25725,2.8,7.934160760544049,6.26565133265537,4.51069134711864,3.15919848033898,3.0,3.1474158864660997,3.3047866807894,3.47002601482887,3.64352731557032,3.82570368134883,4.016988865416271,4.21783830868709,4.42873022412144,4.6501667353275105,4.88267507209389,5.126808825698579,4.710815906524658,0.06751921895549173
Mali,73.34612069233258,88.24440682261452,138.30354725188664,154.1445020544294,155.74260715295648,177.20000000000002,212.03018137218257,344.37607221802955,432.7353858084451,455.56665129988534,473.2067808306556,785.1354461470038,827.417011957934,894.7633661940445,921.4906037240983,816.9302326866449,827.2425328738499,885.4446630731993,1022.5735917696402,971.7009361364151,997.1370837754384,1131.458579748621,1056.9238572149532,1153.6200000000001,5.413768830071801
Malta,17.49706134313124,12.930129415612633,21.20164469452985,25.79480403738301,319.2,222.082588835843,208.7959741033821,229.28669843600773,264.46240560039047,259.90291694639416,229.56634067297168,227.12490998633865,200.10844148953873,245.87845010781047,252.7798640119282,274.4002666356862,251.4287165292825,269.54519067137426,277.4126633252043,245.29346926510576,259.3585167694926,269.4810412917156,225.99447230848222,233.0855107989586,1.1475826438824215
Marshall Islands,0.0,0.0,0.0,0.0,0.0,23.7,25.99330122390096,25.14195952474577,23.06484527965272,23.58655115648146,22.21493354668793,22.14527140913637,23.236798198135183,24.55543490566739,26.081549295667386,27.34002891,28.34002891,30.450053000000004,31.450053000000004,32.450053000000004,33.450053000000004,34.450053000000004,8.350053,30.0,10.830324909747292
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,60.391856660915096,64.45891364075639,168.665175560508,13.175224822390502,109.28956624275634,60.0,0.5793183354253162
Mauritius,0.0,0.6158512813217288,0.6339813126053331,0.5737143116147632,0.7297100220199364,0.6091944962026421,0.728800694863442,0.7035949696594125,0.633706427620866,0.6604629571478672,0.8143589092373836,0.5189946690724748,0.8619425999417306,0.6,327.0380038404852,223.57778135729146,194.06662908120782,250.24313492637407,244.6212624709419,318.5116662233815,284.7282984129292,272.4745958083065,273.8380515457301,279.31481257664467,1.8848425168813328
Mexico,7524.74298,10146.263,11029.4481,16653.686410000002,19861.747957,22741.840917999998,26542.8,26879.863159,26041.489177,22075.734996,22080.259154,23445.660523,23208.64919,23188.811955,24802.081325,26233.171803,28690.957405999998,32270.507679,35768.416627,39021.789684999996,42878.274907000006,54130.298399,61099.973681999996,67000.0,3.7016574585635356
"Micronesia, Fed. Sts.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,18.0667,19.428,20.8033,22.046599999999998,23.338700000000003,23.338700000000003,23.338700000000003,23.338700000000003,23.338700000000003,23.338700000000003,23.338700000000003,23.338700000000003,23.338700000000003,23.338700000000003,5.095786026200874
Moldova,177.57999999999998,242.20999999999998,322.59000000000003,484.02,701.37,915.0799999999999,1175.8200000000002,1491.26,1888.02,1352.3,1752.83,1813.1100000000001,1986.44,2191.54,2075.92,1540.12,1467.22,1637.87,1837.9299999999998,1909.9099999999999,1876.62,2119.33,2037.35,2030.0,12.687499999999998
Mongolia,1.101304347826087,26.684782608695638,68.6958592550305,79.3554470978752,202.50801137265302,176.9485040516053,155.19192028066794,178.0297,224.59524717882738,199.61869431619638,266.2425605476421,249.64262081991893,323.8364150582626,257.13472174311795,255.12182701950377,260.91076982618347,259.87635918620157,273.3649981183591,440.5541402696879,560.9304203745014,548.8333354114078,471.16209943525917,399.2246080673436,440.0,2.3426685124054947
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.4250724074637,298.10423613286787,303.16504774188934,416.0,509.6077322205257,507.50092144347667,545.3084400535998,543.3541885526564,469.7346523345685,480.84412910126696,522.9973134910392,588.9079415674514,584.3155219174278,600.7032237551352,792.2088064855958,830.1451837270868,820.0,11.618022102578635
Morocco,2160.9623781427795,3260.9202444489174,2877.15260081515,3613.916567191902,4220.836008115236,4589.2268197973135,5451.371054823404,6730.47244080241,6894.2877291636005,6269.117560517457,6422.541530266342,7256.3108916754445,6507.905288199016,6881.6999600007375,7788.7,6903.543638091318,6383.47388382103,6823.0021181119255,6919.4199476764015,6962.578453172337,7414.138465639634,10906.279156317167,11168.172545082727,12130.0,8.251700680272108
Mozambique,0.0,0.0,0.0,0.0,0.0,58.891885441884696,80.03249215999999,99.38583574,115.7439721002128,111.12526322000001,115.77723451,129.66976954999998,174.107424238,152.4109986753325,155.46496593,142.87913645926312,93.372689548241,257.9367724612527,296.0701989033153,299.5675891917521,348.81381334300505,453.9720658229529,303.0696324663399,450.0,2.051422319474836
Myanmar,102.15260479580986,116.15817561650222,105.38564632299244,84.4121316914657,116.57311583633006,129.48892789472836,115.16816405507785,81.00905788906962,54.74402016984306,54.472032224862126,114.8548492887616,127.07598113309079,274.6160617003347,1643.9,1807.6776750136974,1933.727555493913,2254.71479643757,2452.869388047744,2673.495005354467,2553.1897881547375,2671.564197668841,1282.0952736829731,1260.8250130267747,1500.0,2.003713549111019
Namibia,9.161114180786527,8.45465175410639,7.555142476210502,11.791151981606111,14.594461808220803,17.498634632705308,16.44277704843923,15.682090943200823,13.56341596826961,76.5,69.20729923027315,78.7551905167114,80.11467313380544,64.10303495198079,80.72193510555013,46.67369335030888,66.47926469682167,48.292447474635395,53.67069132903707,65.59351723388185,64.02688305329184,46.48332087263875,53.838027593387025,61.86662673950195,0.4891802541274765
Nepal,111.49819200285543,146.98515186735642,678.4858919755065,771.0721264530455,822.6089552112949,1211.8232525063747,1453.2314261946558,1733.8585181027058,2727.1404872779203,2983.3368771560226,3464.0926819205606,4216.8940096272445,4792.506200043715,5583.702127817006,5888.650154829277,6729.9356705921555,6611.838543936629,6928.133767088039,8286.629516152097,8244.465869484911,8107.744661563211,8225.960574661203,9292.850970943637,11000.0,26.609255182757202
Netherlands,425.8029338430108,482.75993232668407,484.1178433383348,1120.669354358227,1298.3,1258.7401784463525,1552.63765386427,1630.1813358002328,1649.0994059704967,1713.130795958934,1720.053466233761,1788.7346730316444,1640.149697056443,1618.625741282352,1482.6357498104605,2298.091258748687,2159.8753736270264,2226.489767277553,2450.095812985349,2234.0765879869878,2126.380778548611,2303.7014225829694,2370.4096883928655,2448.064453125,0.2245930690940367
New Caledonia,0.0,0.0,332.71528927875437,448.4358229089674,492.70815154706844,512.2328021219356,537.0603655991019,491.18642397096266,544.1999999999999,509.35001054332685,491.8445067584104,594.2385098901333,715.0084599604606,724.2332908831712,720.8474856008253,612.8987776151355,621.0617158410889,621.0617158410889,621.0617158410889,621.0617158410889,621.0617158410889,621.0617158410889,621.0617158410889,621.0617158410889,0.06149125899416722
New Zealand,215.3,0.0,232.52181212375515,290.4159297125538,322.2731812937532,352.0359378318028,334.68433546604035,383.65289218696034,421.3630244883287,331.04141452919947,370.50294527249656,455.31635556205026,461.7825642283443,459.2391084021633,535.1056000690098,531.7362552514622,528.0724465922548,538.5927097320173,508.9523747721235,473.9296532433967,428.48669909189283,661.4550842669655,577.354203649818,617.1251857172468,0.24784144004708708
Nicaragua,320.0,335.7,376.5,438.8,518.8,615.7,697.5,739.6,819.9,770.3,824.8,913.6,1016.3000000000001,1081.3,1140.2,1197.5,1268.1,1394.7,1504.8,1686.4,1855.0,2149.9,3227.2000000000003,4668.0,26.900247795770184
Niger,14.460552869214556,21.99215009580461,19.055424482481158,25.538999367097365,59.81931525575633,66.39629160943917,78.17763534894539,79.45532989414343,94.1053724236593,102.12560417867999,134.42354747846827,166.2,151.83437000253065,145.9122390859735,219.08029198739527,171.58625302265906,176.37090730043917,264.04127758580694,296.6775600211952,308.6618888051639,520.9437297815642,353.3312201138437,353.3312201138437,530.0,3.104316757453289
Nigeria,1391.8260721356226,1166.6145979659493,1208.9585876491346,1062.8207891281966,2272.7345071160476,14640.084309702619,16932.14407853761,18014.43078688693,19199.97403627177,18370.796914562063,19744.755062593853,20616.772500820665,20542.884459885714,20797.073957377557,20999.1,20626.046924007933,19697.938003891155,22037.016831837824,24311.022415606883,23809.281401014465,17207.547305995482,19483.402058910615,20127.614150513356,20500.0,5.256410256410256
North Macedonia,80.92099,73.439228,105.90271100000001,173.661464,213.016054,226.568479,266.556404,345.010224,406.625951,381.153563,387.931157,434.12444700000003,394.15357400000005,376.06821690000004,383.35330700000003,326.901603,316.287234,344.93888200000004,379.189933,354.625082,470.083749,489.64385100000004,456.314159,485.0,3.069425985697108
Norway,270.44967348013233,278.9711956961642,332.6347943257695,391.70058406658086,464.9724588382056,505.27842501501897,528.8330996311563,616.6765147681496,684.970950370961,631.4712712645976,679.9715403206937,764.9941898875041,766.5,791.4576920308407,759.9475904012228,608.9424522607508,593.5735490104831,615.7765100747536,644.3471303270833,615.7421732309966,589.0068027019844,671.7856907792495,628.8127613715741,593.0079345703125,0.10841095695983775
Oman,39.0,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.0,39.01170351105332,39.01170351105332,39.01170351105332,39.01170351105332,39.0,39.0,0.03611111111111111
Pakistan,1075.0,1461.0,3554.0,3964.0,3945.0,4280.0,5121.0,5998.0,7039.0,8717.0,9690.0,12263.0,14007.0,14629.0,17244.0,19306.0,19819.0,19856.0,21193.0,22252.0,26089.0,31312.0,29871.0,24000.0,7.038123167155426
Palau,0.0,0.0,0.0,0.0,0.0,1.5,1.5421848000000002,1.5294964703823901,1.60463952621517,1.59052634096624,1.68546137022149,1.96727355596259,2.36025664851292,2.35993424851292,2.21825244851292,2.2737340607653067,2.362,2.3689999999999998,2.319,2.364,2.2760000000000002,1.8820000000000001,1.9529999999999998,1.0,0.37453183520599254
Panama,16.4,73.1,84.6,106.8,108.9,129.6,300.5,355.3,378.0,337.0,410.0,368.2,410.90000000000003,461.4,756.4,554.2,502.5185,533.3559,537.87717561,580.85415095,455.71223706,567.68474427,526.39835272,529.9640203728435,0.6435663530053475
Papua New Guinea,0.0,0.0,5.661039920055596,6.993823142188962,9.526191358219666,6.846522757485206,4.41211138028146,7.622440284315216,7.350469363244319,4.734583324493478,3.5017314459110143,12.29974608660747,14.254412215444782,14.28089013297042,10.474115128355994,4.0,2.694279502127625,4.262316572697255,3.6468785194992046,29.34786950420379,2.297150997421087,11.901461205000004,3.0,3.0819680024973617,0.009724750733615303
Paraguay,151.7,140.0,98.7,109.5,132.0,161.3,336.0,340.786,362.6,377.3,409.885,540.67,634.1,623.28,506.64,553.6404,656.8584,704.0792,682.869965802626,665.9902824938,583.714988899737,585.384046208308,592.286768132379,600.0,1.3592496941688188
Peru,717.66384,753.211439471146,705.382493064728,868.500000000001,1132.7135897564822,1440.0675360735731,1837.494274238374,2130.814663090787,2443.6445847229415,2408.6981372631412,2533.910907295773,2696.9617225535258,2787.954662523767,2707.2463897856196,2636.5398654455153,2725.0626538486213,2883.8865452924965,3051.238954455856,3224.8,3325.9212188131255,2904.0458639076373,3607.62505386272,3707.5561664788897,4238.0,1.599245283018868
Philippines,6924.0,8760.0,9735.0,10239.0,11468.0,13732.6,15496.0884573,16437.434091535,18850.672419335002,19959.507639085,21556.6338356025,23053.6260190125,24609.679612744534,26716.84026910559,28690.79789649841,29799.39569987795,31141.97347532936,32809.77043390869,33808.96798626656,35167.471832184485,34882.84455007751,36685.313168048,38048.724464385814,40000.0,9.174311926605505
Poland,1496.0,1563.0,1685.0,2284.0,5186.0,7283.0,9563.0,11975.0,12321.0,10214.0,7712.0,7768.0,7041.0,7457.0,7468.0,6835.0,6763.0,7305.0,7603.0,7063.0,6727.0,7132.0,6435.0,6800.0,0.8076009501187649
Portugal (revising old numbers with BOP estimates),3712.360885119973,4023.2465937141137,3523.864737361026,3849.2944710014676,4385.011069653376,4331.149900777994,4912.540958031279,5815.462501796601,6414.3351955826965,5517.765856733756,5467.12958352646,6141.052313474644,6566.424503132966,7308.872311101726,8034.866844803949,7036.549065748094,7128.792806233549,8235.494220116052,9114.765646188287,9228.217982443497,9692.350742873898,10643.002721006014,10899.996858709503,11179.4423828125,4.0505226024682965
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.6263736263735,803.2967032967032,574.3956043956043,498.6263736263736,437.087912087912,378.5714285714286,665.934065934066,467.03296703296695,576.6483516483516,651.6483516483515,858.7912087912088,1031.5934065934064,1199.9007568359375,0.5084325240830243
Romania,96.0,116.0,143.0,124.0,131.0,951.8,1160.4641576081528,1624.2824120943849,1702.3358175602323,682.4634911500519,641.3866145432804,694.1163833926205,733.2186175435379,4805.772255726118,5083.522748604376,5391.416913719411,5929.792424664305,6555.658958939352,6983.986124916784,8142.029279299842,7625.731190754019,9115.773922138787,8781.328572964216,8517.9189453125,2.4336911272321426
Russian Federation,499.95,986.4100000000001,935.9799999999999,1113.7,2206.75,3436.5600000000004,3820.38,4666.33,5736.97,5105.06,5250.02,6103.27,5787.7300000000005,6750.8099999999995,7776.540000000001,6903.389999999999,6688.67,8235.0,9287.27,10432.48,9914.97,9646.92,7300.49,6800.0,0.3655913978494624
Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,174.2024855262305,182.4024780953086,170.199422507475,183.593635929828,159.19995703425522,172.516840964389,215.29239479365663,260.51161555082194,260.71029470442534,280.0691304653721,391.21240025491966,474.15665356134417,553.8132934570312,3.9765440759462285
Samoa,0.0,0.0,0.0,0.0,0.8977803730058316,81.60000000000001,87.08573427273504,96.64960740944393,109.00822634677134,119.48933996766641,138.50477184166218,159.58363073220866,177.6952279931216,164.58341766348738,140.5019510387406,131.15576233786055,130.76785931667982,135.72694000483756,147.56750372038007,155.21480642484525,204.1605213321868,248.4429332403383,279.9667306683449,300.0,31.948881789137378
San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,18.70350758260593,17.387420607136917,17.658928653392742,21.04105333402559,21.04105333402559,21.04105333402559,1.0531057724737534
Sao Tome and Principe,0.4638,0.553670314438522,0.797330560841438,1.8214600878898302,1.1,1.5,1.6,2.0,3.0,2.0,6.36325745420498,6.8813344868734,6.35888979036748,26.56672292426509,26.827848805573154,19.980196891773844,18.044840556326566,18.192067227561548,17.776130476022832,11.114429372656327,8.620359247839758,10.59149163834309,7.713888625637699,8.153011951661304,1.2096456901574635
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,93.9,105.6,123.46666666666665,216.18666666666667,214.4,236.48,243.73333333333335,245.92,268.7733333333333,273.304,295.4344,307.52186666666665,290.77466666666663,334.9146666666667,334.0293333333334,302.2530721288757,294.9143197333333,287.0192598222221,281.9849853515625,0.026353736948744162
Senegal,234.06664720221528,304.9449801047431,346.12285138728726,512.0802172894687,634.0316448390196,789.1999999999999,926.0648347735121,1193.3760158358084,1482.0850641100535,1355.8343968954907,1479.1198198459192,1616.0259328887787,1576.2250693752,1777.8972843735298,1931.6247927718873,1757.7544618045893,1980.5814696426387,2148.911385057793,2427.5319062945464,2525.6507792244743,2607.382542727309,3096.6124640399553,3007.0146151776944,2935.906982421875,9.42778646293271
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3764.2,3545.4913801502503,4649.881250566666,4117.446496114307,3960.9702721747626,3546.4551398760627,4024.7943070054644,3696.0319971712843,3370.435504059642,3205.3717338393703,3589.6292823923036,4445.606867087187,4237.925900803663,3868.5216475130733,4597.739283383721,5601.112445124237,6100.0,8.131706991934946
Seychelles,3.159009302013543,1.7908536715487842,1.979914964020899,4.855111378117641,6.808310160427796,12.101090909090905,13.269559886984906,4.8,3.1618177223629518,16.123483292672493,17.376950521432402,25.261929149179227,17.66907005592398,12.874328247816278,15.07595504,18.42423092963718,22.087023347099283,21.66124793091416,22.713694642607937,23.64821930783212,9.97968656744174,9.512244926188213,10.040263140919313,10.565240859985352,0.5067261803350288
Sierra Leone,7.134994323952919,6.215277850620011,21.815455099822845,25.889258392989564,24.71483448072466,2.4351050106632868,15.622339175157556,41.97385638288833,22.578604144049276,35.896004039142845,44.21858426691765,58.81161644671469,64.53408120629733,69.66069949672097,62.43010456903304,48.16369459513745,58.2,63.556890498319014,73.20782461809898,177.49312219184694,177.03197147423774,232.35006692924068,232.35006692924068,232.35006692924068,6.602729949680041
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sint Maarten (Dutch part),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,55.66480446927374,72.54748603351955,62.167597765363126,55.11731843575419,60.89944134078212,55.055865921787706,50.95897860335195,48.59609920111731,38.68624481564246,46.30808033519553,49.172742629422714,47.128282780706265,2.998813627928913
